location,time,vehicle_count
Location_4333,2025-04-15 07:00,114
Location_4334,2025-04-15 07:00,143
Location_4335,2025-04-15 07:00,213
Location_4336,2025-04-15 07:00,244
Location_4337,2025-04-15 07:00,68
Location_4338,2025-04-15 07:00,99
Location_4339,2025-04-15 07:00,177
Location_4340,2025-04-15 07:00,238
Location_4341,2025-04-15 07:00,155
Location_4342,2025-04-15 07:00,166
Location_4343,2025-04-15 07:00,180
Location_4344,2025-04-15 07:00,255
Location_4345,2025-04-15 07:00,100
Location_4346,2025-04-15 07:00,80
Location_4347,2025-04-15 07:00,208
Location_4348,2025-04-15 07:00,126
Location_4349,2025-04-15 07:00,244
Location_4350,2025-04-15 07:00,228
Location_4351,2025-04-15 07:00,280
Location_4352,2025-04-15 07:00,246
Location_4353,2025-04-15 07:00,242
Location_4354,2025-04-15 07:00,52
Location_4355,2025-04-15 07:00,152
Location_4356,2025-04-15 07:00,260
Location_4357,2025-04-15 07:00,122
Location_4358,2025-04-15 07:00,116
Location_4359,2025-04-15 07:00,52
Location_4360,2025-04-15 07:00,167
Location_4361,2025-04-15 07:00,237
Location_4362,2025-04-15 07:00,208
Location_4363,2025-04-15 07:00,212
Location_4364,2025-04-15 07:00,162
Location_4365,2025-04-15 07:00,242
Location_4366,2025-04-15 07:00,300
Location_4367,2025-04-15 07:00,227
Location_4368,2025-04-15 07:00,207
Location_4369,2025-04-15 07:00,153
Location_4370,2025-04-15 07:00,211
Location_4371,2025-04-15 07:00,169
Location_4372,2025-04-15 07:00,213
Location_4373,2025-04-15 07:00,108
Location_4374,2025-04-15 07:00,129
Location_4375,2025-04-15 07:00,164
Location_4376,2025-04-15 07:00,106
Location_4377,2025-04-15 07:00,218
Location_4378,2025-04-15 07:00,292
Location_4379,2025-04-15 07:00,207
Location_4380,2025-04-15 07:00,68
Location_4381,2025-04-15 07:00,288
Location_4382,2025-04-15 07:00,270
Location_4383,2025-04-15 07:00,77
Location_4384,2025-04-15 07:00,294
Location_4385,2025-04-15 07:00,122
Location_4386,2025-04-15 07:00,221
Location_4387,2025-04-15 07:00,202
Location_4388,2025-04-15 07:00,252
Location_4389,2025-04-15 07:00,120
Location_4390,2025-04-15 07:00,59
Location_4391,2025-04-15 07:00,300
Location_4392,2025-04-15 07:00,191
Location_4393,2025-04-15 07:00,104
Location_4394,2025-04-15 07:00,224
Location_4395,2025-04-15 07:00,130
Location_4396,2025-04-15 07:00,97
Location_4397,2025-04-15 07:00,108
Location_4398,2025-04-15 07:00,122
Location_4399,2025-04-15 07:00,208
Location_4400,2025-04-15 07:00,161
Location_4401,2025-04-15 07:00,130
Location_4402,2025-04-15 07:00,232
Location_4403,2025-04-15 07:00,126
Location_4404,2025-04-15 07:00,67
Location_4405,2025-04-15 07:00,158
Location_4406,2025-04-15 07:00,225
Location_4407,2025-04-15 07:00,250
Location_4408,2025-04-15 07:00,257
Location_4409,2025-04-15 07:00,159
Location_4410,2025-04-15 07:00,240
Location_4411,2025-04-15 07:00,140
Location_4412,2025-04-15 07:00,155
Location_4413,2025-04-15 07:00,241
Location_4414,2025-04-15 07:00,61
Location_4415,2025-04-15 07:00,52
Location_4416,2025-04-15 07:00,253
Location_4417,2025-04-15 07:00,224
Location_4418,2025-04-15 07:00,249
Location_4419,2025-04-15 07:00,233
Location_4420,2025-04-15 07:00,217
Location_4421,2025-04-15 07:00,200
Location_4422,2025-04-15 07:00,244
Location_4423,2025-04-15 07:00,296
Location_4424,2025-04-15 07:00,239
Location_4425,2025-04-15 07:00,220
Location_4426,2025-04-15 07:00,242
Location_4427,2025-04-15 07:00,295
Location_4428,2025-04-15 07:00,224
Location_4429,2025-04-15 07:00,223
Location_4430,2025-04-15 07:00,204
Location_4431,2025-04-15 07:00,238
Location_4432,2025-04-15 07:00,271
Location_4433,2025-04-15 07:00,201
Location_4434,2025-04-15 07:00,166
Location_4435,2025-04-15 07:00,58
Location_4436,2025-04-15 07:00,50
Location_4437,2025-04-15 07:00,62
Location_4438,2025-04-15 07:00,68
Location_4439,2025-04-15 07:00,280
Location_4440,2025-04-15 07:00,208
Location_4441,2025-04-15 07:00,62
Location_4442,2025-04-15 07:00,181
Location_4443,2025-04-15 07:00,69
Location_4444,2025-04-15 07:00,256
Location_4445,2025-04-15 07:00,162
Location_4446,2025-04-15 07:00,51
Location_4447,2025-04-15 07:00,134
Location_4448,2025-04-15 07:00,229
Location_4449,2025-04-15 07:00,105
Location_4450,2025-04-15 07:00,257
Location_4451,2025-04-15 07:00,181
Location_4452,2025-04-15 07:00,131
Location_4453,2025-04-15 07:00,230
Location_4454,2025-04-15 07:00,164
Location_4455,2025-04-15 07:00,221
Location_4456,2025-04-15 07:00,289
Location_4457,2025-04-15 07:00,169
Location_4458,2025-04-15 07:00,257
Location_4459,2025-04-15 07:00,196
Location_4460,2025-04-15 07:00,300
Location_4461,2025-04-15 07:00,207
Location_4462,2025-04-15 07:00,88
Location_4463,2025-04-15 07:00,219
Location_4464,2025-04-15 07:00,221
Location_4465,2025-04-15 07:00,251
Location_4466,2025-04-15 07:00,155
Location_4467,2025-04-15 07:00,88
Location_4468,2025-04-15 07:00,124
Location_4469,2025-04-15 07:00,144
Location_4470,2025-04-15 07:00,81
Location_4471,2025-04-15 07:00,98
Location_4472,2025-04-15 07:00,260
Location_4473,2025-04-15 07:00,103
Location_4474,2025-04-15 07:00,288
Location_4475,2025-04-15 07:00,257
Location_4476,2025-04-15 07:00,178
Location_4477,2025-04-15 07:00,60
Location_4478,2025-04-15 07:00,268
Location_4479,2025-04-15 07:00,155
Location_4480,2025-04-15 07:00,69
Location_4481,2025-04-15 07:00,220
Location_4482,2025-04-15 07:00,129
Location_4483,2025-04-15 07:00,104
Location_4484,2025-04-15 07:00,183
Location_4485,2025-04-15 07:00,171
Location_4486,2025-04-15 07:00,170
Location_4487,2025-04-15 07:00,150
Location_4488,2025-04-15 07:00,121
Location_4489,2025-04-15 07:00,62
Location_4490,2025-04-15 07:00,260
Location_4491,2025-04-15 07:00,82
Location_4492,2025-04-15 07:00,165
Location_4493,2025-04-15 07:00,285
Location_4494,2025-04-15 07:00,277
Location_4495,2025-04-15 07:00,246
Location_4496,2025-04-15 07:00,282
Location_4497,2025-04-15 07:00,283
Location_4498,2025-04-15 07:00,190
Location_4499,2025-04-15 07:00,131
Location_4500,2025-04-15 07:00,216
Location_4501,2025-04-15 07:00,90
Location_4502,2025-04-15 07:00,75
Location_4503,2025-04-15 07:00,151
Location_4504,2025-04-15 07:00,118
Location_4505,2025-04-15 07:00,245
Location_4506,2025-04-15 07:00,258
Location_4507,2025-04-15 07:00,214
Location_4508,2025-04-15 07:00,249
Location_4509,2025-04-15 07:00,211
Location_4510,2025-04-15 07:00,170
Location_4511,2025-04-15 07:00,267
Location_4512,2025-04-15 07:00,79
Location_4513,2025-04-15 07:00,286
Location_4514,2025-04-15 07:00,134
Location_4515,2025-04-15 07:00,147
Location_4516,2025-04-15 07:00,65
Location_4517,2025-04-15 07:00,237
Location_4518,2025-04-15 07:00,77
Location_4519,2025-04-15 07:00,228
Location_4520,2025-04-15 07:00,72
Location_4521,2025-04-15 07:00,269
Location_4522,2025-04-15 07:00,167
Location_4523,2025-04-15 07:00,220
Location_4524,2025-04-15 07:00,165
Location_4525,2025-04-15 07:00,64
Location_4526,2025-04-15 07:00,270
Location_4527,2025-04-15 07:00,124
Location_4528,2025-04-15 07:00,149
Location_4529,2025-04-15 07:00,63
Location_4530,2025-04-15 07:00,200
Location_4531,2025-04-15 07:00,199
Location_4532,2025-04-15 07:00,135
Location_4533,2025-04-15 07:00,203
Location_4534,2025-04-15 07:00,273
Location_4535,2025-04-15 07:00,156
Location_4536,2025-04-15 07:00,236
Location_4537,2025-04-15 07:00,146
Location_4538,2025-04-15 07:00,275
Location_4539,2025-04-15 07:00,68
Location_4540,2025-04-15 07:00,172
Location_4541,2025-04-15 07:00,134
Location_4542,2025-04-15 07:00,260
Location_4543,2025-04-15 07:00,187
Location_4544,2025-04-15 07:00,287
Location_4545,2025-04-15 07:00,200
Location_4546,2025-04-15 07:00,214
Location_4547,2025-04-15 07:00,215
Location_4548,2025-04-15 07:00,155
Location_4549,2025-04-15 07:00,66
Location_4550,2025-04-15 07:00,300
Location_4551,2025-04-15 07:00,54
Location_4552,2025-04-15 07:00,263
Location_4553,2025-04-15 07:00,281
Location_4554,2025-04-15 07:00,299
Location_4555,2025-04-15 07:00,268
Location_4556,2025-04-15 07:00,179
Location_4557,2025-04-15 07:00,248
Location_4558,2025-04-15 07:00,206
Location_4559,2025-04-15 07:00,54
Location_4560,2025-04-15 07:00,149
Location_4561,2025-04-15 07:00,179
Location_4562,2025-04-15 07:00,106
Location_4563,2025-04-15 07:00,223
Location_4564,2025-04-15 07:00,69
Location_4565,2025-04-15 07:00,265
Location_4566,2025-04-15 07:00,250
Location_4567,2025-04-15 07:00,88
Location_4568,2025-04-15 07:00,211
Location_4569,2025-04-15 07:00,152
Location_4570,2025-04-15 07:00,294
Location_4571,2025-04-15 07:00,92
Location_4572,2025-04-15 07:00,299
Location_4573,2025-04-15 07:00,201
Location_4574,2025-04-15 07:00,204
Location_4575,2025-04-15 07:00,232
Location_4576,2025-04-15 07:00,108
Location_4577,2025-04-15 07:00,292
Location_4578,2025-04-15 07:00,266
Location_4579,2025-04-15 07:00,65
Location_4580,2025-04-15 07:00,158
Location_4581,2025-04-15 07:00,252
Location_4582,2025-04-15 07:00,102
Location_4583,2025-04-15 07:00,279
Location_4584,2025-04-15 07:00,298
Location_4585,2025-04-15 07:00,232
Location_4586,2025-04-15 07:00,277
Location_4587,2025-04-15 07:00,81
Location_4588,2025-04-15 07:00,118
Location_4589,2025-04-15 07:00,83
Location_4590,2025-04-15 07:00,55
Location_4591,2025-04-15 07:00,177
Location_4592,2025-04-15 07:00,186
Location_4593,2025-04-15 07:00,72
Location_4594,2025-04-15 07:00,231
Location_4595,2025-04-15 07:00,179
Location_4596,2025-04-15 07:00,206
Location_4597,2025-04-15 07:00,78
Location_4598,2025-04-15 07:00,183
Location_4599,2025-04-15 07:00,138
Location_4600,2025-04-15 07:00,269
Location_4601,2025-04-15 07:00,200
Location_4602,2025-04-15 07:00,173
Location_4603,2025-04-15 07:00,88
Location_4604,2025-04-15 07:00,273
Location_4605,2025-04-15 07:00,225
Location_4606,2025-04-15 07:00,136
Location_4607,2025-04-15 07:00,250
Location_4608,2025-04-15 07:00,142
Location_4609,2025-04-15 07:00,85
Location_4610,2025-04-15 07:00,177
Location_4611,2025-04-15 07:00,113
Location_4612,2025-04-15 07:00,291
Location_4613,2025-04-15 07:00,210
Location_4614,2025-04-15 07:00,130
Location_4615,2025-04-15 07:00,275
Location_4616,2025-04-15 07:00,297
Location_4617,2025-04-15 07:00,214
Location_4618,2025-04-15 07:00,157
Location_4619,2025-04-15 07:00,221
Location_4620,2025-04-15 07:00,55
Location_4621,2025-04-15 07:00,126
Location_4622,2025-04-15 07:00,146
Location_4623,2025-04-15 07:00,53
Location_4624,2025-04-15 07:00,152
Location_4625,2025-04-15 07:00,128
Location_4626,2025-04-15 07:00,189
Location_4627,2025-04-15 07:00,130
Location_4628,2025-04-15 07:00,187
Location_4629,2025-04-15 07:00,81
Location_4630,2025-04-15 07:00,189
Location_4631,2025-04-15 07:00,257
Location_4632,2025-04-15 07:00,89
Location_4633,2025-04-15 07:00,286
Location_4634,2025-04-15 07:00,152
Location_4635,2025-04-15 07:00,96
Location_4636,2025-04-15 07:00,141
Location_4637,2025-04-15 07:00,137
Location_4638,2025-04-15 07:00,252
Location_4639,2025-04-15 07:00,107
Location_4640,2025-04-15 07:00,221
Location_4641,2025-04-15 07:00,202
Location_4642,2025-04-15 07:00,203
Location_4643,2025-04-15 07:00,59
Location_4644,2025-04-15 07:00,186
Location_4645,2025-04-15 07:00,177
Location_4646,2025-04-15 07:00,85
Location_4647,2025-04-15 07:00,107
Location_4648,2025-04-15 07:00,53
Location_4649,2025-04-15 07:00,186
Location_4650,2025-04-15 07:00,242
Location_4651,2025-04-15 07:00,189
Location_4652,2025-04-15 07:00,163
Location_4653,2025-04-15 07:00,81
Location_4654,2025-04-15 07:00,237
Location_4655,2025-04-15 07:00,293
Location_4656,2025-04-15 07:00,155
Location_4657,2025-04-15 07:00,214
Location_4658,2025-04-15 07:00,262
Location_4659,2025-04-15 07:00,83
Location_4660,2025-04-15 07:00,208
Location_4661,2025-04-15 07:00,278
Location_4662,2025-04-15 07:00,267
Location_4663,2025-04-15 07:00,219
Location_4664,2025-04-15 07:00,190
Location_4665,2025-04-15 07:00,103
Location_4666,2025-04-15 07:00,80
Location_4667,2025-04-15 07:00,212
Location_4668,2025-04-15 07:00,248
Location_4669,2025-04-15 07:00,281
Location_4670,2025-04-15 07:00,113
Location_4671,2025-04-15 07:00,221
Location_4672,2025-04-15 07:00,190
Location_4673,2025-04-15 07:00,259
Location_4674,2025-04-15 07:00,277
Location_4675,2025-04-15 07:00,77
Location_4676,2025-04-15 07:00,294
Location_4677,2025-04-15 07:00,130
Location_4678,2025-04-15 07:00,143
Location_4679,2025-04-15 07:00,269
Location_4680,2025-04-15 07:00,275
Location_4681,2025-04-15 07:00,174
Location_4682,2025-04-15 07:00,116
Location_4683,2025-04-15 07:00,266
Location_4684,2025-04-15 07:00,115
Location_4685,2025-04-15 07:00,98
Location_4686,2025-04-15 07:00,279
Location_4687,2025-04-15 07:00,85
Location_4688,2025-04-15 07:00,161
Location_4689,2025-04-15 07:00,95
Location_4690,2025-04-15 07:00,242
Location_4691,2025-04-15 07:00,74
Location_4692,2025-04-15 07:00,294
Location_4693,2025-04-15 07:00,64
Location_4694,2025-04-15 07:00,225
Location_4695,2025-04-15 07:00,232
Location_4696,2025-04-15 07:00,125
Location_4697,2025-04-15 07:00,154
Location_4698,2025-04-15 07:00,157
Location_4699,2025-04-15 07:00,258
Location_4700,2025-04-15 07:00,103
Location_4701,2025-04-15 07:00,255
Location_4702,2025-04-15 07:00,255
Location_4703,2025-04-15 07:00,72
Location_4704,2025-04-15 07:00,146
Location_4705,2025-04-15 07:00,235
Location_4706,2025-04-15 07:00,140
Location_4707,2025-04-15 07:00,51
Location_4708,2025-04-15 07:00,262
Location_4709,2025-04-15 07:00,253
Location_4710,2025-04-15 07:00,98
Location_4711,2025-04-15 07:00,201
Location_4712,2025-04-15 07:00,273
Location_4713,2025-04-15 07:00,80
Location_4714,2025-04-15 07:00,175
Location_4715,2025-04-15 07:00,186
Location_4716,2025-04-15 07:00,178
Location_4717,2025-04-15 07:00,92
Location_4718,2025-04-15 07:00,235
Location_4719,2025-04-15 07:00,51
Location_4720,2025-04-15 07:00,170
Location_4721,2025-04-15 07:00,278
Location_4722,2025-04-15 07:00,196
Location_4723,2025-04-15 07:00,296
Location_4724,2025-04-15 07:00,241
Location_4725,2025-04-15 07:00,276
Location_4726,2025-04-15 07:00,155
Location_4727,2025-04-15 07:00,112
Location_4728,2025-04-15 07:00,89
Location_4729,2025-04-15 07:00,250
Location_4730,2025-04-15 07:00,69
Location_4731,2025-04-15 07:00,241
Location_4732,2025-04-15 07:00,179
Location_4733,2025-04-15 07:00,215
Location_4734,2025-04-15 07:00,281
Location_4735,2025-04-15 07:00,234
Location_4736,2025-04-15 07:00,258
Location_4737,2025-04-15 07:00,254
Location_4738,2025-04-15 07:00,210
Location_4739,2025-04-15 07:00,134
Location_4740,2025-04-15 07:00,252
Location_4741,2025-04-15 07:00,178
Location_4742,2025-04-15 07:00,264
Location_4743,2025-04-15 07:00,216
Location_4744,2025-04-15 07:00,142
Location_4745,2025-04-15 07:00,63
Location_4746,2025-04-15 07:00,133
Location_4747,2025-04-15 07:00,87
Location_4748,2025-04-15 07:00,52
Location_4749,2025-04-15 07:00,234
Location_4750,2025-04-15 07:00,67
Location_4751,2025-04-15 07:00,172
Location_4752,2025-04-15 07:00,272
Location_4753,2025-04-15 07:00,293
Location_4754,2025-04-15 07:00,171
Location_4755,2025-04-15 07:00,284
Location_4756,2025-04-15 07:00,222
Location_4757,2025-04-15 07:00,52
Location_4758,2025-04-15 07:00,285
Location_4759,2025-04-15 07:00,192
Location_4760,2025-04-15 07:00,231
Location_4761,2025-04-15 07:00,104
Location_4762,2025-04-15 07:00,241
Location_4763,2025-04-15 07:00,88
Location_4764,2025-04-15 07:00,191
Location_4765,2025-04-15 07:00,55
Location_4766,2025-04-15 07:00,242
Location_4767,2025-04-15 07:00,182
Location_4768,2025-04-15 07:00,161
Location_4769,2025-04-15 07:00,90
Location_4770,2025-04-15 07:00,232
Location_4771,2025-04-15 07:00,94
Location_4772,2025-04-15 07:00,141
Location_4773,2025-04-15 07:00,177
Location_4774,2025-04-15 07:00,126
Location_4775,2025-04-15 07:00,138
Location_4776,2025-04-15 07:00,138
Location_4777,2025-04-15 07:00,276
Location_4778,2025-04-15 07:00,253
Location_4779,2025-04-15 07:00,176
Location_4780,2025-04-15 07:00,52
Location_4781,2025-04-15 07:00,256
Location_4782,2025-04-15 07:00,130
Location_4783,2025-04-15 07:00,90
Location_4784,2025-04-15 07:00,117
Location_4785,2025-04-15 07:00,230
Location_4786,2025-04-15 07:00,247
Location_4787,2025-04-15 07:00,200
Location_4788,2025-04-15 07:00,152
Location_4789,2025-04-15 07:00,205
Location_4790,2025-04-15 07:00,65
Location_4791,2025-04-15 07:00,229
Location_4792,2025-04-15 07:00,139
Location_4793,2025-04-15 07:00,235
Location_4794,2025-04-15 07:00,163
Location_4795,2025-04-15 07:00,133
Location_4796,2025-04-15 07:00,242
Location_4797,2025-04-15 07:00,83
Location_4798,2025-04-15 07:00,125
Location_4799,2025-04-15 07:00,262
Location_4800,2025-04-15 07:00,85
Location_4801,2025-04-15 07:00,61
Location_4802,2025-04-15 07:00,203
Location_4803,2025-04-15 07:00,298
Location_4804,2025-04-15 07:00,177
Location_4805,2025-04-15 07:00,288
Location_4806,2025-04-15 07:00,195
Location_4807,2025-04-15 07:00,242
Location_4808,2025-04-15 07:00,239
Location_4809,2025-04-15 07:00,298
Location_4810,2025-04-15 07:00,56
Location_4811,2025-04-15 07:00,276
Location_4812,2025-04-15 07:00,91
Location_4813,2025-04-15 07:00,212
Location_4814,2025-04-15 07:00,235
Location_4815,2025-04-15 07:00,254
Location_4816,2025-04-15 07:00,74
Location_4817,2025-04-15 07:00,140
Location_4818,2025-04-15 07:00,174
Location_4819,2025-04-15 07:00,72
Location_4820,2025-04-15 07:00,106
Location_4821,2025-04-15 07:00,93
Location_4822,2025-04-15 07:00,63
Location_4823,2025-04-15 07:00,258
Location_4824,2025-04-15 07:00,137
Location_4825,2025-04-15 07:00,194
Location_4826,2025-04-15 07:00,92
Location_4827,2025-04-15 07:00,177
Location_4828,2025-04-15 07:00,147
Location_4829,2025-04-15 07:00,67
Location_4830,2025-04-15 07:00,116
Location_4831,2025-04-15 07:00,89
Location_4832,2025-04-15 07:00,178
Location_4833,2025-04-15 07:00,199
Location_4834,2025-04-15 07:00,101
Location_4835,2025-04-15 07:00,155
Location_4836,2025-04-15 07:00,241
Location_4837,2025-04-15 07:00,123
Location_4838,2025-04-15 07:00,245
Location_4839,2025-04-15 07:00,80
Location_4840,2025-04-15 07:00,250
Location_4841,2025-04-15 07:00,156
Location_4842,2025-04-15 07:00,78
Location_4843,2025-04-15 07:00,125
Location_4844,2025-04-15 07:00,89
Location_4845,2025-04-15 07:00,106
Location_4846,2025-04-15 07:00,177
Location_4847,2025-04-15 07:00,63
Location_4848,2025-04-15 07:00,104
Location_4849,2025-04-15 07:00,237
Location_4850,2025-04-15 07:00,105
Location_4851,2025-04-15 07:00,222
Location_4852,2025-04-15 07:00,273
Location_4853,2025-04-15 07:00,134
Location_4854,2025-04-15 07:00,277
Location_4855,2025-04-15 07:00,80
Location_4856,2025-04-15 07:00,87
Location_4857,2025-04-15 07:00,143
Location_4858,2025-04-15 07:00,256
Location_4859,2025-04-15 07:00,268
Location_4860,2025-04-15 07:00,258
Location_4861,2025-04-15 07:00,136
Location_4862,2025-04-15 07:00,228
Location_4863,2025-04-15 07:00,209
Location_4864,2025-04-15 07:00,261
Location_4865,2025-04-15 07:00,261
Location_4866,2025-04-15 07:00,118
Location_4867,2025-04-15 07:00,194
Location_4868,2025-04-15 07:00,299
Location_4869,2025-04-15 07:00,242
Location_4870,2025-04-15 07:00,214
Location_4871,2025-04-15 07:00,163
Location_4872,2025-04-15 07:00,182
Location_4873,2025-04-15 07:00,116
Location_4874,2025-04-15 07:00,285
Location_4875,2025-04-15 07:00,65
Location_4876,2025-04-15 07:00,91
Location_4877,2025-04-15 07:00,287
Location_4878,2025-04-15 07:00,145
Location_4879,2025-04-15 07:00,279
Location_4880,2025-04-15 07:00,106
Location_4881,2025-04-15 07:00,211
Location_4882,2025-04-15 07:00,177
Location_4883,2025-04-15 07:00,117
Location_4884,2025-04-15 07:00,227
Location_4885,2025-04-15 07:00,123
Location_4886,2025-04-15 07:00,294
Location_4887,2025-04-15 07:00,262
Location_4888,2025-04-15 07:00,109
Location_4889,2025-04-15 07:00,187
Location_4890,2025-04-15 07:00,84
Location_4891,2025-04-15 07:00,165
Location_4892,2025-04-15 07:00,134
Location_4893,2025-04-15 07:00,232
Location_4894,2025-04-15 07:00,161
Location_4895,2025-04-15 07:00,203
Location_4896,2025-04-15 07:00,296
Location_4897,2025-04-15 07:00,97
Location_4898,2025-04-15 07:00,82
Location_4899,2025-04-15 07:00,248
Location_4900,2025-04-15 07:00,202
Location_4901,2025-04-15 07:00,247
Location_4902,2025-04-15 07:00,225
Location_4903,2025-04-15 07:00,77
Location_4904,2025-04-15 07:00,260
Location_4905,2025-04-15 07:00,74
Location_4906,2025-04-15 07:00,208
Location_4907,2025-04-15 07:00,257
Location_4908,2025-04-15 07:00,82
Location_4909,2025-04-15 07:00,215
Location_4910,2025-04-15 07:00,132
Location_4911,2025-04-15 07:00,138
Location_4912,2025-04-15 07:00,280
Location_4913,2025-04-15 07:00,91
Location_4914,2025-04-15 07:00,149
Location_4915,2025-04-15 07:00,268
Location_4916,2025-04-15 07:00,182
Location_4917,2025-04-15 07:00,164
Location_4918,2025-04-15 07:00,91
Location_4919,2025-04-15 07:00,299
Location_4920,2025-04-15 07:00,58
Location_4921,2025-04-15 07:00,196
Location_4922,2025-04-15 07:00,175
Location_4923,2025-04-15 07:00,181
Location_4924,2025-04-15 07:00,257
Location_4925,2025-04-15 07:00,70
Location_4926,2025-04-15 07:00,53
Location_4927,2025-04-15 07:00,136
Location_4928,2025-04-15 07:00,284
Location_4929,2025-04-15 07:00,185
Location_4930,2025-04-15 07:00,78
Location_4931,2025-04-15 07:00,50
Location_4932,2025-04-15 07:00,247
Location_4933,2025-04-15 07:00,205
Location_4934,2025-04-15 07:00,234
Location_4935,2025-04-15 07:00,135
Location_4936,2025-04-15 07:00,77
Location_4937,2025-04-15 07:00,175
Location_4938,2025-04-15 07:00,74
Location_4939,2025-04-15 07:00,211
Location_4940,2025-04-15 07:00,297
Location_4941,2025-04-15 07:00,288
Location_4942,2025-04-15 07:00,168
Location_4943,2025-04-15 07:00,165
Location_4944,2025-04-15 07:00,75
Location_4945,2025-04-15 07:00,262
Location_4946,2025-04-15 07:00,109
Location_4947,2025-04-15 07:00,226
Location_4948,2025-04-15 07:00,149
Location_4949,2025-04-15 07:00,226
Location_4950,2025-04-15 07:00,239
Location_4951,2025-04-15 07:00,142
Location_4952,2025-04-15 07:00,216
Location_4953,2025-04-15 07:00,163
Location_4954,2025-04-15 07:00,66
Location_4955,2025-04-15 07:00,195
Location_4956,2025-04-15 07:00,240
Location_4957,2025-04-15 07:00,300
Location_4958,2025-04-15 07:00,106
Location_4959,2025-04-15 07:00,248
Location_4960,2025-04-15 07:00,164
Location_4961,2025-04-15 07:00,251
Location_4962,2025-04-15 07:00,102
Location_4963,2025-04-15 07:00,71
Location_4964,2025-04-15 07:00,164
Location_4965,2025-04-15 07:00,121
Location_4966,2025-04-15 07:00,112
Location_4967,2025-04-15 07:00,232
Location_4968,2025-04-15 07:00,204
Location_4969,2025-04-15 07:00,179
Location_4970,2025-04-15 07:00,90
Location_4971,2025-04-15 07:00,164
Location_4972,2025-04-15 07:00,295
Location_4973,2025-04-15 07:00,136
Location_4974,2025-04-15 07:00,55
Location_4975,2025-04-15 07:00,107
Location_4976,2025-04-15 07:00,165
Location_4977,2025-04-15 07:00,150
Location_4978,2025-04-15 07:00,293
Location_4979,2025-04-15 07:00,231
Location_4980,2025-04-15 07:00,169
Location_4981,2025-04-15 07:00,233
Location_4982,2025-04-15 07:00,194
Location_4983,2025-04-15 07:00,210
Location_4984,2025-04-15 07:00,242
Location_4985,2025-04-15 07:00,262
Location_4986,2025-04-15 07:00,93
Location_4987,2025-04-15 07:00,241
Location_4988,2025-04-15 07:00,54
Location_4989,2025-04-15 07:00,191
Location_4990,2025-04-15 07:00,66
Location_4991,2025-04-15 07:00,295
Location_4992,2025-04-15 07:00,160
Location_4993,2025-04-15 07:00,299
Location_4994,2025-04-15 07:00,160
Location_4995,2025-04-15 07:00,110
Location_4996,2025-04-15 07:00,156
Location_4997,2025-04-15 07:00,265
Location_4998,2025-04-15 07:00,103
Location_4999,2025-04-15 07:00,253
Location_5000,2025-04-15 07:00,96
Location_5001,2025-04-15 07:00,60
Location_5002,2025-04-15 07:00,107
Location_5003,2025-04-15 07:00,132
Location_5004,2025-04-15 07:00,224
Location_5005,2025-04-15 07:00,68
Location_5006,2025-04-15 07:00,160
Location_5007,2025-04-15 07:00,150
Location_5008,2025-04-15 07:00,153
Location_5009,2025-04-15 07:00,180
Location_5010,2025-04-15 07:00,248
Location_5011,2025-04-15 07:00,236
Location_5012,2025-04-15 07:00,118
Location_5013,2025-04-15 07:00,150
Location_5014,2025-04-15 07:00,62
Location_5015,2025-04-15 07:00,84
Location_5016,2025-04-15 07:00,177
Location_5017,2025-04-15 07:00,149
Location_5018,2025-04-15 07:00,183
Location_5019,2025-04-15 07:00,262
Location_5020,2025-04-15 07:00,238
Location_5021,2025-04-15 07:00,160
Location_5022,2025-04-15 07:00,269
Location_5023,2025-04-15 07:00,57
Location_5024,2025-04-15 07:00,173
Location_5025,2025-04-15 07:00,98
Location_5026,2025-04-15 07:00,103
Location_5027,2025-04-15 07:00,286
Location_5028,2025-04-15 07:00,288
Location_5029,2025-04-15 07:00,187
Location_5030,2025-04-15 07:00,285
Location_5031,2025-04-15 07:00,168
Location_5032,2025-04-15 07:00,220
Location_5033,2025-04-15 07:00,245
Location_5034,2025-04-15 07:00,230
Location_5035,2025-04-15 07:00,85
Location_5036,2025-04-15 07:00,65
Location_5037,2025-04-15 07:00,197
Location_5038,2025-04-15 07:00,207
Location_5039,2025-04-15 07:00,250
Location_5040,2025-04-15 07:00,70
Location_5041,2025-04-15 07:00,278
Location_5042,2025-04-15 07:00,296
Location_5043,2025-04-15 07:00,115
Location_5044,2025-04-15 07:00,201
Location_5045,2025-04-15 07:00,292
Location_5046,2025-04-15 07:00,182
Location_5047,2025-04-15 07:00,271
Location_5048,2025-04-15 07:00,224
Location_5049,2025-04-15 07:00,128
Location_5050,2025-04-15 07:00,240
Location_5051,2025-04-15 07:00,81
Location_5052,2025-04-15 07:00,231
Location_5053,2025-04-15 07:00,264
Location_5054,2025-04-15 07:00,274
Location_5055,2025-04-15 07:00,149
Location_5056,2025-04-15 07:00,66
Location_5057,2025-04-15 07:00,229
Location_5058,2025-04-15 07:00,184
Location_5059,2025-04-15 07:00,216
Location_5060,2025-04-15 07:00,122
Location_5061,2025-04-15 07:00,271
Location_5062,2025-04-15 07:00,233
Location_5063,2025-04-15 07:00,275
Location_5064,2025-04-15 07:00,126
Location_5065,2025-04-15 07:00,124
Location_5066,2025-04-15 07:00,232
Location_5067,2025-04-15 07:00,273
Location_5068,2025-04-15 07:00,225
